content,labels,fold
健康年才是幸福年！辛苦了，白衣天使们！,happy,2
加油！！！,happy,2
加油啊[泪],happy,2
#全国确诊新型肺炎病例#封锁交通是减少聚会探亲的好办法[拜拜] ??,neural,2
姐加油！中国加油！祝福大家平安！,happy,2
大广西做得好,happy,2
。//@少女大师姊 :。。。。。。。//@北国金针菇_爽爽SS :能不能帮帮我们 告诉我们每个一个人如何找社区 找谁 电话是什么//@北国金针菇_爽爽SS :武汉人表示我们的社区在哪里 该怎么联系都不知道 我们社区到现在连个通知都没发过,angry,2
//@糊奔奔:微医在线诊疗！轻症不着急去医院，可以线上问诊，避免交叉感染，也减轻医护人员的压力,neural,2
湖南一医院医护人员防护服后背写名字互相打气 - 连日来，为应对新型冠状病毒感染的肺炎疫情防控形势，湖南省启动了重大突发公共卫生事件一级响应。在中南大学湘雅三医院，参与疫情防控的医护人员穿上防护服后无法分清同事谁是谁，便想出了在防护服后背写上各自名字的方法，并且附上互相加油打气的话语共勉。湘雅三医院供图 http://t.cn/A6PqX8ME,neural,2
记者：你对武汉人到杭州有什么看法？杭州人：我可以用方言说吗？记者：可以杭州人：娘卖个色逼 来杭州斤死啊 要死自家窝里死七 狗逼东西 畜生娘买笔 倒灶儿子 中桑呸 噶不要好呸来杭州 拿妈泽奥逼dei西斯 搞7捻3弄不灵清 都不劳资滚测七记者：可以用普通话翻译一下吗？杭州人：武汉加油！ 中国加油！#新加坡抵杭州一架航班所有乘客隔离##疫情地图# http://t.cn/EvSFPbk杭州,angry,2
//@梅子金酒://@苏多尔鸡://@苏俄转播:.,neural,2
山西陕西手牵手，谁先动弹谁是狗[微笑]//@幻觉欢笑声:这么多省我只佩服山西政府，不管你急不急，反正他不急,angry,2
写给武汉！《希望》武汉加油?昨晚看完春晚 两点写到四点 看到医护人员还在前线奋斗的视频真的瞬间泪目。?愿一切平安，愿疾病不再蔓延！#封城日记##武汉加油##武汉多家医院物资紧张# http://t.cn/A6PqNrNh ??,happy,2
武汉加油！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,2
我求求zhongyang爸爸梧桐吧[微笑],sad,2
好可爱的医院,happy,2
我好庆幸我在浙江[泪],happy,2
必须转发,neural,2
中央很生气，后果很严重！,angry,2
[赞啊],happy,2
#陕西出现一名9岁新型肺炎病例#卧槽我陕西突然爆了 吓死我了[泪][跪了][跪了][跪了][跪了][跪了] ??,fear,2
记得照顾好自己哦，姐姐戴口罩保护好家人。,happy,2
#吴宣仪0126生日快乐# 宝贝生日快乐 孩子们好可爱#宣示爱意，仪起公益#,happy,2
操他妈！！！这赚的不仅仅是黑心钱了，是人命钱好吗？？？,angry,2
//@风息神泪: 凑齐二十个好消息啦。大家扫一遍，放松一下。,happy,2
用恐怖来形容,fear,2
[悲伤],sad,2
解放军[good][good]，每次的灾情疫情都是他们奔赴一线 http://t.cn/A6Pqiqtq,happy,2
钟南山院士：已有几种药物准备用于临床治疗！,neural,2
很有用的,happy,2
你旺我旺大家旺,happy,2
这不是天灾这是人祸！！#封城日记# ??,angry,2
2019-nCoV 感染者未见有明显的上呼吸道唿吸道体征和症状(如鼻溢、打喷嚏或喉咙痛) ，这表明目标细胞可能位于下呼吸道。 此外，2019-nCoV 患者很少出现肠道体征和症状(例如腹泻)，目前的防护策略强烈建议按空气传播的预防措施，推荐合格的 N95呼吸防护口罩和其他个人防护设备。,neural,2
//@posyparty://@我讲旧常识://@帛易-L: 替代性创伤是有医学诊断标准的，它比日常「崩溃」情绪要严重得多，不是谁看几天疫情消息就会轻易发展出创伤。脱离医学语境用这个词会模糊界限，「大家不要勉强自己」当然是一句放之四海皆准的万金油，但我还是想说每个公民都有责任尽自己努力感受、记住这场人祸,happy,2
【湖北急需防控物资清单：医用防护服、N95口罩、医用口罩、防护面罩、正压隔离衣、护目镜、消毒液等】在刚刚结束的新闻发布会上，湖北省民政厅副厅长胡应海介绍，据不完全统计，截至2020年1月24日24时，湖北省慈善总会已陆续接收口罩120余万个及部分疫情防控物资，资金超过3000万元。相关物资按省市防控指挥部要求已拨付到火车站、汽车站、医院等重点防控点。当前急需用于防控的物资包括：医用防护服、N95口罩、医用口罩、防护面罩、正压隔离衣、护目镜、消毒液等，暂不接收与疫情无关的物资。,neural,2
我舍友隔壁村被隔离了好几个，她们村被隔离了一个，我好害怕[衰] ??,fear,2
#浙江首批135名医护人员驰援武汉# 我们浙江一直都很让我骄傲。人民富裕，思想觉悟高。家里取消所有聚餐，老人出门也主动带口罩，积极配合。杭州被空投了100个武汉人，还输出了那么多医生去支援。连我们三线小城市湖州都派了医疗队。这次被各个地方抄作业的河南，省长还是湖州人。真的骄傲[good][good],happy,2
？？？[傻眼]//@iCrika_:？？？？医院？？？？旺旺啥时候准备开银行？旺旺银行，名字多好呀 哈哈哈。,happy,2
我觉得大家一定要相信自己的抵抗力！有什么情况不严重就先隔离自己看情况！,happy,2
出院就好，,neural,2
#牙克石#《抗击新型冠状病毒 牙克石用行动守卫春天》 （编辑：戴文宸） http://t.cn/A6PqNcsd ??,neural,2
[加油]武汉加油！,happy,2
我……口吐芬芳……,happy,2
越煽情，越有意识形态的信息越需要质疑！！！,angry,2
//@北国佳人李春姬:武汉不会成为孤岛，其他地方也不会。我们是一个地域观念很强的国家，平时大到省市小到县镇，互黑的不可开交。但在关键时候没有一个地方的人会坐视另一个地方的人被围困孤岛，我们绝大多数的人民都会紧紧团结在一起，互伸援手，这就是中国人。,happy,2
心痛，疫情早点过去吧????#梁武东医生因新冠肺炎去世# ??,sad,2
【省疾控开通24小时防控咨询热线】省疾控中心即日起开通24小时防控新型冠状病毒感染肺炎健康咨询电话，号码为0551-64383018。如您有关于新型冠状病毒感染肺炎的健康知识需求，可拨打此电话进行健康咨询。省疾控中心抽调20名专业技术骨干轮班上岗，保证热线电话24小时不离线。为贯彻国务院专题会议，切实做好疫情防控和春节期间的医疗服务工作，保护全省人民健康安全。1月24日起省立医院、安医一附院、安医二附院、安徽中医药大学第一附属医院、合肥京东方五家互联网医院利用网络优势，紧急开通互联网医院发热咨询门诊，资深专家在线为发热患者提供互联网免费问诊咨询服务，患者可通过手机图文问诊或视频问诊方式接受专业医生的咨询解答，医生可通过互联网医院平台在线查看患者检验检查报告，并进行发热分诊处理。如是复诊患者，还可在线开具处方药。网上发热门诊的开通大大方便了发热患者的救治分诊，同时也减少了路途和院内接触交叉感染，保护了医患健康，充分发挥了远程医疗功能。来源：安徽省卫健委,neural,2
@橘啊玛 @云君澄君 @花落_mo 新的一年新的中奖,happy,2
我真的服了//@少女大师姊:。。。。。。。//@北国金针菇_爽爽SS:能不能帮帮我们 告诉我们每个一个人如何找社区 找谁 电话是什么//@北国金针菇_爽爽SS:武汉人表示我们的社区在哪里 该怎么联系都不知道 我们社区到现在连个通知都没发过,angry,2
一远房哥哥也在这个队伍中，祝愿所有人健健康康归来。,happy,2
[good][good][good][good],happy,2
//@碎碎九十三://@在下翩竹: 原本以为有些东西它不必框得那么死，应该给基层一些主观能动性，结果事实证明某些问题就只能框死，你不框真的有些地方就一动不动…[摊手],angry,2
大咪咪厉害啊,happy,2
//@乖崖末裔:国庆80年阅兵，各个方阵人如龙车如龙地从金水桥前开过去，一个比一个厉害，一个比一个杀伤力大。最后车辆全开走了，后面慢悠悠晃过来两个秃顶老头。群众们都很奇怪：这都c啊，比东风61还厉害？旁边康辉解说道：这是wh的马周两尊大神，他们啥都不干，就摧毁了一座大城市！#苏联笑话[超话]#,surprise,2
给奋战在一线的专家点赞，相信通过大家的努力，会很快控制住疫情[心][心][good][good][good],happy,2
//@顾北紫:D3937次动车7号车厢,neural,2
//@刘越:[赞][赞][赞],happy,2
望周知,neural,2
//@智障美少年://@辣笔小球:造你妈逼谣呢！先把你妈遗体给烧了吧。//@Hey珍珠珠:姐姐说自己养老院发烧的老人去世 凌晨两点半 打电话给对口的医院 殡仪馆都不来接遗体…… 说是武昌汉口殡仪馆早就不接受正常死亡的遗体了  因为需要火化的新冠肺炎遗体都烧不过来……第一次深刻感受到这个疫情的严重性[衰,angry,2
//@乙习:不传谣，不造谣，遇事不慌，谣言粉碎机～//@天上飞来小卷卷:大家不要被假消息迷惑太过恐慌了。现在每个人自己镇定一些，遇事不慌，明辨是非就是对社会最大的帮助了！,happy,2
武汉加油！！,happy,2
#陕西出现一名9岁新型肺炎病例#因为全国疫情严重，很多朋友被迫延迟准备了很久的婚礼，无论在中国的哪一片土地上，让我们乖乖宅在家里。期待病魔散退，疫情走开，恢复光彩的神州大地！！！ ??,happy,2
2003年非典我还在上高中。2008年汶川地震我正在杭州中国棋院的工地做预算，请假背着父母跟一帮志愿者奔赴汶川，那一年我大学毕业第一年，被公司评了优秀员工，签了500强企业，涨了工资。2020年武汉疫情，我在家带娃。有需要，我还会和我的队友去武汉！ ??,happy,2
自我隔离也挡不住送上门的贱逼 ??,angry,2
[心],happy,2
#新型冠状病毒防控# 【@成都市疾病预防控制中心 致武汉及周边疫情高发地区来蓉朋友的告知书】,neural,2
//@五行属二:这秘笈我很会//@喝一场醉生梦死酒:别忘了给手机也消消毒,neural,2
他妈的宣扬这种案例是想让所有生病的人都跑到上海来吗[微笑][微笑][微笑][吐][吐][吐][吐],angry,2
//@宝藏文案bot:“希望四月武汉樱花烂漫时，它不再封城，像往年那样，千千万万人在树下看樱花，樱花在树上看遍千千万万的人。 ?”,happy,2
#关注新型肺炎疫情防控#惠州的小伙伴注意了，防控新型冠状病毒感染健康教育知识，赶紧get起来~,neural,2
#陕西出现一名9岁新型肺炎病例#陕西省人民政府网站消息，1月23日省长开始检查、视察疾控中心。22号在开迎春团拜会呢。[doge] ??,neural,2
1?1?//@战羡兔紙:#武汉加油# [拳头]同在//@战羡兔紙:加油！我们一直在！[拳头]//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy,2
[赞][赞][赞]好骄傲！广西不是不缺，只是武汉比我们更需要，一起加油，我们在一起，会挺过去的，相信中央，相信我们的医疗水平！,happy,2
奈斯[泪],sad,2
陕西，请你一级响应！陕西人民，湖北人民，全国人民加油！,happy,2
#全国确诊新型肺炎病例#我家这边（十八线山脚拉）终于重视起来，没人出门了，我家里也取消拜年了 ??,neural,2
//@兔主席:话有些糙。,neural,2
凯旋！,happy,2
致敬钟老！致敬奋战在一线的医护人员！你们也要保重身体！我们一定会战胜病毒的！,happy,2
//@YouTube精选:关心疫情的同时也要注意自己的心理健康,happy,2
哈哈哈哈哈哈哈哈h好可爱,happy,2
哈哈哈 可爱,happy,2
天哪,surprise,2
//@三文鱼玉子烧:四头人渣给老子死//@_好学森_:希望肺炎早日战胜这四人[微笑][微笑][微笑],angry,2
天塌了还有爱在!国家不会放弃武汉!不会放弃湖北!,happy,2
对!!!!!//@江浙沪皖的太阳:一定要到医护人员手中,neural,2
加油[给力]//@小毛酱酱汁:辽宁加油！天辽地宁！,happy,2
好棒还有防护措施,happy,2
//@针灸匠张宝旬:榜样。,happy,2
为了让家里人不聚会 这几天我一直大肆宣传，今天的我上火咳嗽了两声 我家立刻取消了聚会和把我隔离? ??,angry,2
？？？一级响应呢 从武汉那个车上下来的人的信息呢？？？,surprise,2
加油//@是一只吃吃猹:加油[拳头]//@可爱小抹额:#抗击新型肺炎第一线# [good],happy,2
保护好自己，守护好武汉市民！[赞][赞][赞],happy,2
已经有最小的两岁了，妈蛋，让人成了惊弓之鸟，特别是对于家里有小孩的家庭来说，每天过的战战兢兢愿疫情早日过去，国泰民安? ??,fear,2
武汉加油！,happy,2
[加油][加油]//@AcidJellyfish:加油加油[失望]//@aarchiee_:??????//@Asahibashi:???,happy,2
山东滨州棒棒哒！俺们村厉害了！#山东肺炎# ??,happy,2
#万众一心 百毒不侵#,happy,2
可算做人了[赞],happy,2
我去 神预言,surprise,2
高级专家组成员曾光：武汉封城的初步效果5-10天见分晓_媒体_澎湃新闻-The Paper  http://t.cn/A6PqN4R5 ??,neural,2
东营给我挺住！！！,happy,2
【新型冠状病毒科普知识】关于新型冠状病毒感染的肺炎，想知道的看过来（三）http://t.cn/A6Pqqxul ??,neural,2
#全国确诊新型肺炎病例#【#陕西出现一名9岁新型肺炎确诊病例#】陕西省卫健委通报，截至1月25日14时，陕西新增10例新型冠状病毒感染的肺炎确诊病例；全省累计报告确诊病例15例。其中，一例病例9岁，女，武汉市人。1月20日到铜川市王益区探亲，21日出现症状，自行服药无效后到铜川市人民医院北院就诊。25日被确诊为新型冠状病毒感染的肺炎。目前在铜川市传染病医院隔离治疗，病情平稳。（人民日报记者龚仕健）,neural,2
#追星女孩 募捐# 爱丽丝们真棒,happy,2
[作揖][心],happy,2
没想到旺旺这么厉害！旺仔是个情义仔、聪明仔、富仔呀！[爱你],happy,2
唉…刚刚工作群通知做好全员上岗准备了[感冒][感冒]虽然也会不开心也会紧张…但是也是职责所在吧！希望大连 希望辽宁 希望我们的中国  都能平安无事！[心][心],happy,2
可爱！！！！听口音是北方的，跟我们家差的挺大，so可怜的小信阳从各方各面看都不像是河南亲生的[泪][泪][泪],happy,2
#体育力量为武汉加油# 一起加油！一起行动！#抗击新型肺炎我们在行动#,happy,2
//@但斌://@上官荣雲:明朝权谋涉及的纵深覆盖广：上至天子，下到县丞，其间无人不知权谋，无人不用术数。比如：嘉靖最高权力境界的孤独者，集中体现了封建时代最高掌权者的权谋水平。,neural,2
#武汉加油# 现在可以说了！[武汉加油][武汉加油][武汉加油],happy,2
#我的关注#在冠状病毒爆发的今天，人们已经痛恨永远忘不了病毒对人们的惨害威力，今后应该对垃圾分类实行更加自觉  对垃圾或遗留下的垃圾更应该及时妥善处理，唯独看看还有这些垃圾没人管理，将近一年了 http://t.cn/RJ2IpDz http://t.cn/A6PqoPHT ??上海,angry,2
河南胖东来商贸！于东来[赞][赞][赞],happy,2
山西快点俺不想死！！！,angry,2
//@绿妖绿妖:“普通感冒发热+流感的数量还是远大于新冠病毒感染，大家聚集到发热门诊，反而增加交叉感染的机会，加大疫情的严重性。”夜鹰提供了自查方法及就诊策略，可以结合现在网上已有的在线义诊平台，先进行线上咨询及自查。不要恐慌性涌去医院，避免仅仅是流感、感冒而在医院交叉感染。,neural,2
姥爷防范意识棒棒哒,happy,2
愤怒[怒],angry,2
#从武汉回来请自行隔离#发热不是唯一症状，无法通过体温判断，#新型冠状病毒症状# ???,neural,2
[good],happy,2
成都场干脆延迟到六月份去吧，这样我就高考考完了[泪][泪][泪][鲜花][心]@蔡依林UglyBeauty演唱会 //@蔡依林UglyBeauty演唱会:感谢广大歌迷的信任和支持，我们将持续关注疫情的发展；万众一心，众志成城，打赢这场疫情防控战，期盼疫情早日消散，祝福大家新春快乐！,happy,2
2020鼠年祝大家平安过年自动全家呆家隔离，不出门不给社会添乱[作揖] http://t.cn/RxrWW2P ??汉川市,happy,2
找在线客服，说排队人数太多建议打电话，打电话等了二十分钟就是：很抱歉，由于咨询量较大，我们的工作人员正在积极努力的工作，会尽快接听您的来电。请您耐心等待。#马蜂窝# #马蜂窝赚国难钱，坑爹的平台，垃圾的售后#  http://t.cn/A6PqX4CF,angry,2
云南地区?? 其他地区的也是愿赴黄冈的医护专业的志愿者请联系我！我想提醒大家 武汉肺炎的严重性 大家心知肚明 不要为了一时冲动 而决定 这不是游戏 先考虑好自己的家人 亲人 我希望每个人都能在自己家人的支持下行动 而不是不管不顾的就忘湖北跑 #全国确诊新型肺炎病例##武汉加油##各地医生驰援湖北# http://t.cn/R2WxrU3临沧,happy,2
//@追风少年刘全有:网易送的不是寒假作业，是直播课（SARS的时候学校停课就用电视直播课）……疫情严峻，其实这挺好[允悲],happy,2
加油，已捐,happy,2
//@扶他柠檬茶:之前就很在意这个！棒??冲锋在前面的人理应得到应得的荣誉和报酬,happy,2
真尼玛憨批,angry,2
[拜拜],neural,2
[跪了]太可爱了,happy,2
//@是见微吗:你可以选择相信任何言论，但此时此刻作为一个中国人，不要“传播”未经证实的言论，不制造更多恐慌，是基本的素质和善良，有人质疑说看不到武汉所有医院和医生的情况，可真正身处一线的人谁不是在为抗击疫情而奔忙，我也很想知道，但我同时知道，此刻满足我的需求不是最重要的,happy,2
//@易家小甜甜 ://@李二家昭 :找人//@梨寒 :D3937次动车7号车厢，21号共有57名乘客在文山境内下车，请在文山下车的各位乘客主动与所在县（市）疾病预防控制中心联系。,neural,2
#春晚#【抗肺炎情景报告《爱是桥梁》】#隔绝病毒但不隔绝爱#?#春晚抗肺炎诗朗诵#主持人白岩松、康辉、水均益、贺红梅、海霞、欧阳夏丹等带来集体情景报告《爱是桥梁》。“我们在这儿过年，你们却在帮我们过关。” 在大年三十的晚上，抗击肺炎环节有力的向全国观众进行普及，提醒大家注意防护，平安健康。#春晚视频#http://t.cn/A6P4LOKO,happy,2
加油啊武汉,happy,2
//@路边张三:[作揖]//@客心MINOR://@风息神泪:凑齐二十个好消息啦。大家扫一遍，放松一下。,happy,2
//@上海铁路局:【#各地医生驰援湖北#：等你们平安凯旋！】上海第一批重症和呼吸科医生出征武汉，四川派出135人组建第一批援助湖北医疗队，南方医院千名医护人员请战抗击新冠肺炎......同舟共济，驰援武汉，期待好消息，请你们一定一定要平安！ ???,happy,2
我来了！！//@只是叭呐呐:好！一起助力武汉[拳头][拳头],happy,2
加油[加油] http://t.cn/A6PqoUPO,happy,2
//@sosoamor_lolita原创洋装:#樱花草莓# #上新# 感谢整理，认领p8，樱花草莓背带大年初一晚上8点上架[心][心][心],happy,2
中医[good],happy,2
//@放风筝的风筝://@每天都在废话 ://@漂亮女鹅至上主义 :转发才51，潜江真的受忽视太严重了，请列表转转，救救潜江吧[泪],sad,2
家人平安健康快乐 肺炎成功消除 李唯一回来,happy,2
//@京城吃货日记:#全国确诊新型肺炎病例# 大家不要掉以轻心，真正的硬仗还没到。//@来去之间: 这个消息比较关键，这几天压力还会比较大……,fear,2
//@靖安司扛把子:民众买3M 9501和3M 9502就行，根本就不需要3M 9132和3M 1860，现在抢医用口罩就是在拖防疫进度，大家重视！,angry,2
//@田冉冉只认钱:收藏！//@世界末日旗旗子:不是会员不能编辑微博，评论记得也看看//@世界末日旗旗子:补充辟谣平台：http://t.cn/A6PbRkJt,neural,2
#日本确诊3例新型肺炎病例#得，退票退票 ??,neural,2
唯一能帮上点忙的就是捐钱了//@头条新闻:#抗击新型肺炎我们在行动#[拳头],happy,2
平安[心][心][心][心][心][心][心][心][心],happy,2
//@易烊千玺de小红鞋:好棒[good][good],happy,2
武汉加油！,happy,2
//@lesliesay:【复星全球采购20万个口罩和5万套防护服驰援武汉】 1月24日，复星宣布启动全球调配医疗物资计划，当天下午第一批医疗防护装备已经对接落实到位，包括在英国、德国、葡萄牙、日本、印度等地采购超过5万套防护服和超过20万个医用口罩。这些物资将尽快运回国内，用于此次新型冠状病毒疫情防,neural,2
支持,happy,2
不错,happy,2
今天是大年初一，这个让人焦虑的春节，希望此后每天都有好消息传来。,happy,2
我大福建你要挺住啊[泪],happy,2
卧槽我真tm服了 村里前两天从武汉回来的其中一个其实是在武汉工作的gwy，我寻思着好歹是受过高等教育且立志为人民服务的年轻人，自觉在家隔离这点觉悟总有的，结果今天我妈接到乡邻反映说他每天都有出门去他亲戚家吃饭[费解]而且出门不戴口罩[费解]镇领导卫生院每天都打电话来询问他的动态，也再三叮嘱他注意事项，结果这一家子根本不care?? 真打根儿里坏透了！！！艹,angry,2
什么时候到江西启动？,neural,2
@邓伦 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@邓伦:#致敬疫情前线医护人员# 愿所有人都健康、平安，向我们的白衣天使致敬[心],happy,2
吃野味杂种biss,angry,2
[心]//@恃美貌行凶:与疫情严重地区的人民群众一起共渡难关[心],happy,2
愿所有人平安???,happy,2
#陕西出现一名9岁新型肺炎病例# 说的很理性，可以参考[赞],happy,2
#鹰氏操盘学[超话]#?能让武汉封城、北京所有庙会取消贺岁电影全部下架、全国戒备百城空巷，疫情一定严重到超乎我们想象了………请放下你的盲目自信...…请照顾好自己和家人，对自己和家人负责！请取消聚会??? ??,happy,2
今年的春节注定是难忘的武汉爆发新型冠状病毒肺炎，赶上春运，导致多省均出现感染病例，广东省在23号就启动公共卫生事件一级响应，潮州这边大型公共服务场所都禁止对外开放。除此之外，春节云拜年也已经成为我们年轻人的共识，今天跟父母聊了很久，希望他们不要去参加闹热还有聚餐，他们碍于人际，一开始不同意，后边还是施予恐吓教育，他们才慢慢接受戴口罩还有不聚餐。今天是初一，没有出门，跟老爸老妈唠唠嗑，聊聊天，吃吃瓜子，虽然有点上火，一天时间竟也变得长一点，好的吧，休息了三天，除了打扫卫生，睡觉，玩手机，就没干别的，好的吧，就当作休息，今晚开始好好学习呀～,happy,2
愿一切平安，晨哥注意安全,happy,2
【#河南长垣多家口罩生产企业取消休假# 日均生产口罩50万余副[话筒]】河南长垣被称为“中国医疗耗材之都”，产自这儿的卫材在全国各大医院的覆盖率可达75%以上。按照往年的惯例，卫材企业应该腊月二十五放假，正月十六开工，但是疫情就是命令，在长垣市医疗器械同业公会的号召下，长垣多个口罩生产企业员工纷纷返厂，恢复口罩生产。目前日均可生产50万余副口罩、10000余套防护服，供政府统一调配，支援新型冠状病毒感染的肺炎疫情防控情况。关注直播，一起走进加班加点的生产车间，了解最新情况。 http://t.cn/A6PqpL1i .,neural,2
坚决打击[拳头],happy,2
云拜年#拜年##全国确诊新型肺炎病例# ??,neural,2
【#武汉阻断武汉三镇间公共交通#】今天下午3点半，武汉市新型冠状病毒感染的肺炎疫情防控指挥部举行调度会，武汉将进一步阻断武昌、汉口、汉阳“武汉三镇”之间的公共交通，#武汉中心城区实行机动车禁行#。每个社区配备3-5台车辆，主要为医护人员提供通勤服务，接送发热病人到医院就诊。（人民日报记者贺广华 田豆豆）,neural,2
第一次见到这样的武汉…很难过。,sad,2
//@糊奔奔:微医在线诊疗！轻症不着急去医院，可以线上问诊，避免交叉感染，也减轻医护人员的压力,neural,2
【#青松学# [话筒]#24个省区市已启动一级响应#：#一级响应到底是什么#？】上海、广东、重庆、云南……截至目前，全国已有24个省区市启动重大突发公共卫生事件一级响应。一级响应的内容都有哪些？启动一级响应对把控新型肺炎传播都有哪些作用？除此之外，全国各地各部门还有哪些升级措施？@新京报 ???,neural,2
辛苦了[心][心],happy,2
叠你还可以，没白给你氪金[赞](下条继续骂你),angry,2
好的我涨见识了,happy,2
//@火星生物研究所:没事动不动往浙江跑，有事动不动骂浙江。//@桑Gsang:余姚那次 浙江人都知道的,angry,2
//@陈翔工作室官方微博:#陈翔[超话]# 和@陈翔橙 一起加入#口罩行动# ，防范疫情、从我做起[加油],happy,2
【圆通速递免费为武汉地区运送救援物资】圆通速递关于免费为武汉地区运送救援物资的公告广大客户、各界人士：自1月25日起，圆通速递在全国范围内开通免费向武汉地区运送救援物资的绿色通道服务，并优先向公益机构、医疗机构、企事业单位等有组织的救援团体开放。个人捐赠物资，建议先与当地的有关机构和单位联系，由后者统筹捐赠事项并与公司联系免费运送事宜。相关机构和单位，可拨打圆通速递官方热线电话95554，我们将有专业人员及时跟进对接。让我们齐心协力、共战疫情。圆通速递有限公司2020年1月25日,neural,2
//@人间心事bot:可以直接上报疫情 //@这是一个很高冷的ID：好//@非著名半导体网黄瓜:可以直接上报,neural,2
武汉加油！#武汉加油共渡难关#,happy,2
md 神经病[怒],angry,2
应该在新闻联播播报，而且应该电话联系他们告知#首个新冠病毒检测试剂盒通过检验# #武汉封城# #云南新增新冠肺炎3例#,neural,2
//@侠客岛:再转一次，大家互相周知！另外呼吁武汉的老乡们，精神正常低温血氧度正常情况下不要去医院排队，在家自我隔离。去医院交叉感染风险太大。 ?（生命时报）,neural,2
。。。服了,angry,2
加油呀[给你小心心],happy,2
当代大学生真是不知道现在要不要买去学校的票#全国确诊新型肺炎病例# ??,sad,2
//@霓虹饭 :没有对比就没有伤害，一点幻想都没有了[摊手]//@组织二号头目 :而且先从内部开始，那个台什么办，里边就是一群猪，就知道舔。//@陈如是说 :全世界对中国人最具恶意最愿意落井下石、最敢于戮力加害的，非它们莫属了。希望动手的时候，低值易耗品预算给足，一定要给足,angry,2
//@生菜狂:医生眼眼睛肿成这样了,sad,2
走你妈批的基层，搞快点报道一下疫情可以不？,angry,2
#陕西出现一名9岁新型肺炎病例#陕西汉中政府不知道怎么想的   我们这一点措施都没有  武汉回来的就有好几个 ??,angry,2
求求了,sad,2
我参与了@长沙微分享 发起的投票【你今天出门戴口罩了吗？】，我投给了“没买到”这个选项，你也快来表态吧~,neural,2
//@追星少女月:小飞侠祝您新年快乐！万事如意！！喜欢你喜欢我很好看～?,happy,2
果然 不可说，不可说[微笑] 又生气又觉得这种事能上新闻也算是进步了 可是 那些为他们的错误领导买单的无辜群众呢?那些牺牲在前线的人们呢? mlgb ???健康的人一定保持健康 活着的人一定好好活着  犯错的人一定要被惩罚,angry,2
//@闪耀暖暖铁蔷薇攻略组:[心][爱你]有我们所有叠纸玩家的一份力,happy,2
河北已经死亡一例了（官方数据）但是为什么河北还没有任何强制举动？农村今天还在串门拜年！还在准备正月聚会！！！！！也没有接到任何延迟开学开工通知！！！#全国确诊新型肺炎病例##河北1例新型肺炎病例死亡##河北确诊首例新型肺炎病例##河北启动一级响应##河北新增6例新型肺炎确诊病例# http://t.cn/z8LzMZz保定·安国,angry,2
[赞][赞],happy,2
【林郑月娥：#香港无限期暂停来往武汉的航班高铁#】据香港媒体报道，25日下午，香港特别行政区行政长官林郑月娥连同香港食卫局局长陈肇始、副局长徐德义、教育局局长杨润雄见记者。林郑月娥在记者会上宣布加强管制出入口，控制疫情传播，无限期暂停来往武汉的航班和高铁。http://t.cn/A6PqoMKY ???,neural,3
小岛超棒！//@王源曰有一次我和王俊凯睡觉:哇//@凯源的小尾巴叻 :非常棒 可以多关注一些小医院 大医院肯定有很多人捐赠,happy,3
//@武志红:无语。?//@安定医院郝医生:领导站出来走两步//@我不是谦哥儿:不想说话,angry,3
武汉疫情越来越严重，超出预期，希望顺利挺过这一关，节前多的一手螺纹估计是要被埋了 ??,happy,3
回复@蕥爷丶:http://t.cn/RlwJZX6  这是我的淘宝地址，点击即可购买。http://t.cn/RMPxsQN  这是我的微店，大家可以点击购买，比较方便 马上去囤货，这个疫情还会持续很长时间。//@蕥爷丶:回复@单桂敏艾灸:单阿姨，请问是淘宝购买吗？,neural,3
万万没想到出来玩居然是买这些东西回家！！！#新型冠状病毒##武汉加油# http://t.cn/RyhQMjB ??泰国·PhuketIsland,surprise,3
"通过加分制度和优待措施选拔出来的人才""，淘汰真正的人才，是对国家和人民的最大不负责，武汉疫情管理的超级无序到匪夷所思恰恰说明了""合法作弊""选材对天下的伤害。 取消一切以种群身份加分的行为，选拔真正的人才为民服务，才是对华人及少民群体的真正负""",angry,3
666再 坚持一下就过去了//@武汉刘正涛:这是要发起总攻了，争取一个礼拜，把这场病魔给灭了。各单位收到，统一点赞666，为武汉祈福。??[作揖][作揖][加油][加油][可爱][可爱][可爱],happy,3
//@于帅洋是琢玉郎:政府在封城当天，就该和滴滴等出行平台协调、用好已有的算法技术、调度平台和信息获取APP等资源和基础设施的——它们和地铁在平时战时有类似的作用。到了今天，还没有动静。交委在这一点上，意识很落后。等到公司自己出来，这体现了非政府治理力量存在的关键性！,angry,3
感恩。[心],happy,3
只希望: 新年纳福人如意，庚子逢春岁平安。 岁岁平安念佳节，亲朋相聚叹为难。 叹曰为难情未泯，忧国忧民鄂牵绊。 鄂之牵绊江城闭，内外同心无畏澜。 无畏狂澜肆华夏，九州白衣共奋战。 共同奋战书血泪，万众遮面防未然。 防患未然在细微，遏止谣言于耳畔。 耳畔终聆凯旋音，大地回春风扬帆。,happy,3
[赞],happy,3
可可爱爱(?°з°)-? 旺仔是这条街最靓的仔,happy,3
