content,labels,type
我觉得女孩子就该有女孩子的性格，温温柔柔的多好啊，可我就是做不到！我现在都要气炸了！我滚你大爷的合着我就该无底线的帮你啊！你怎么不想想你是怎么对我的啊！,angry,usual
买东西剁手，拿快递剁腿，整个人都不好了,sad,usual
那种冷成狗的滋味你们不懂！本来湿度就高，温度一低，盖被子湿，不盖被子冷。,angry,usual
我好讨厌上课的时候前面女生自拍哦总是会偷拍到我自拍的时候不能让我摆摆动作吗,angry,usual
想買數據線，收到貨才發現拍的是充電頭,surprise,usual
生气的时候一定要倒立！不然真的会爆发,angry,usual
梁士英、张士毅是在辽沈战役中牺牲的两位著名烈士。,neural,usual
傷害了別人，就一句道歉能抹掉的嗎？之前是怎麼寫的。。,angry,usual
楼上的婊子和傻子凌晨两点多开始咚咚咚用重物在楼上砸地板，来回拖拉重物，吵得附近人人都睡不了，楼上的噪音全天不停，估计又有十数只怪物聚在楼上，楼上这堆亢奋烂人什么时候能窝里斗死一两只让噪音降下一点。,angry,usual
深夜只想抱紧我美玲姐一起哭啊啊啊啊,sad,usual
体育课，我是疯了才会被你这么践踏！！,angry,usual
没事我就天天自己修电脑！！修！！电脑！！,angry,usual
❤️能在球场上看到你们的每一个进球每一次配合每一次拥抱真的是超级幸福的一件事情恭喜球哥伤愈复出首发的比赛梅开二度棒棒哒‼️期待巴萨接下来的每一场比赛都有着更棒的表现‼️爱你们🎉🎉🎉😭😭😭‼️,happy,usual
md！检查的从10号就要来。今早又放了一个特大烟雾弹。一个月检查一次，说不准哪天来。从10号延续到25号！我了个擦！一个月等于半个月的时间都在检查状态！工作你妹啊～还干什么工作～天天就做假资料，天天打扫卫生就行了,angry,usual
其说《春秋》也：论大义在诛讨乱贼，微言在改立法制。,neural,usual
怎么会遇到这样的导师，最后不过关你难逃其责！尼玛！！！,angry,usual
1234软妹币，从未抽到过，但真的快吃土了,sad,usual
每个失眠的夜，都会胡思乱想，这是病，得治！,sad,usual
太压抑了！！！！今年真是倒血霉！！,angry,usual
Sowhat?我永世不加入阿里，永世不认识马云,angry,usual
就不应该相信你，心机婊，绿茶婊，画个圈圈诅咒你,angry,usual
#Day12开会开到很迟又没锻炼不过至少今天睡得比昨天早！,happy,usual
关我个P事，你自己找不到还要把我搭进去！要不要脸啊x！,angry,usual
为了对付广电总局，我应该再买个移动硬盘，或者直接整个新电脑,angry,usual
食用油50克，精盐8克，味精2克，葱、姜丝少许。,neural,usual
我只是过来画速写的总共5个人就我一个没有泡面吃她们的味道还都不一样我真的要给饿死了然而我肠胃炎😭,sad,usual
以前十块钱的药现在硬生生给卖到三十～有没有人管了！,angry,usual
简直太不可忍受了～太无视别人的存在了吧，将心比心的想想好吗？,angry,usual
看到这个眼睛水突然忍不住一直流，没有了他，我也许真的什么都干不成！,sad,usual
随着勘探手段的改善，可以预料在华北广大平原下部仍将有可能继续发现新的煤田。,neural,usual
低头一看才发现，KK仔居然那么专注的在看电影,surprise,usual
偶遇真是一种奇怪的东西，碰不到的人怎么也碰不到，碰得到的有时候还真能一天撞见好几次,neural,usual
本来困得都要睡着了，结果从一开始担心想你是不是手机丢了发展到你走路上碰见醉汉闹事打架了或者被抢劫了再发展到过马路被车撞了。。。现在肾上腺激素飙升心跳巨快不能平静，精神的一逼@看见--2009明儿你自己看着办吧，哼,angry,usual
哈哈哈哈哈哈哈哈哈哈哈哈！信长！好好好！运营送我四星弓兵还是黑色主题的！漂亮！配上我的无毛！世界不要太美好！哈哈哈哈！我想这两货在一起百合！我就好性奋！哈哈哈哈哈哈,happy,usual
路遥知马力，日久见人心！真他妈憋屈！死的憋屈很生气！！！好好的大活人带走就没回来！长心了吗？biyang的玩意，麻痹的！人在做天在看，早晚遭到报应！,angry,usual
Uc，你也是够了，但是大家都喜欢,happy,usual
虽然很晚了泡泡脚听着loststars真的享受,happy,usual
心情糟糕，这样的早上真是够了什么人！,angry,usual
眼睛很干肚子很饿脚板发热脑壳空白睡不着,sad,usual
毕业礼物，我很喜欢。就算以后旧了坏了，我也一定会好好收藏着。谢谢。,happy,usual
定西县北古道一直沿西侧山脚向北行经巉口去兰州，沈儿峪是古代必经铺递之处。,neural,usual
不要问我为什么，只是电脑崩溃了而已，然后再把所需要的网页重新打开一遍,angry,usual
天天上班的状态都是忙、乱、烦，下不了班，吃不上饭,sad,usual
·克劳斯·奇拉，世界最大商用软件生产商SAP集团创始人之一，卡尔斯鲁厄大学物理系毕业。,neural,usual
这样的开发利用就得到了黄河口景观和生态的和谐共存。,neural,usual
第一个没有晚饭的晚上，真的好饿啊，还有2天,sad,usual
许承宗，祖籍广东东莞，台湾大学法律系毕业。,neural,usual
头脑空白的按下快门，也许只是想记录下这一刻。,neural,usual
公司对待绩效考核的态度很是明显：员工最初的战战兢兢到无所谓；管理层最初的振臂高呼到一声声叹惜；企业家从最初的激情到不理解及责备。而这一切的变化，让人力资源工作者也是只能暗淡地退场。,neural,usual
2历史永固陵在历史上先后三次被盗掘，金正隆年间，盗墓者从西北方打洞进入墓室，随葬品大部分被盗走。,neural,usual
有时候我们放不开不是因为失去，而是心疼自己的付出。遗忘的好处是：也许会后悔，也许会难过，但是心却不会再疼。曾经看不惯，受不了的，如今不过淡然一笑。成熟，不是看破，而是看淡。,neural,usual
11.14第一次参加婚礼，主持人在念誓词的时候，感动得要哭。明明就是熟到不能再熟的话，莫名其妙就是想哭。,sad,usual
【littlesuprise】自习室里飞进了一只小蝴蝶～内橙外黑很美腻,happy,usual
恋恋不舍的从温暖的被窝爬起来，新的一天又开始了，昨晚居然梦见辞职后又回到原单位上班,happy,usual
我新买了个发带，小碎花，特别小清新，戴上后18岁耶，特别少女，好喜欢，哈哈哈，好开心,happy,usual
中国美术学院福建校友会﻿成立于2006年，会址设在福建省厦门市。,neural,usual
"根据夸克模型理论,现实世界观察到的所有强子,都是由各类夸克构成的束缚态,量子色动力学为这类束缚态提供了动力学基础。",neural,usual
大清早的，真是够了，我要发脾气，哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔哔,angry,usual
呜呜呜还让不让人活了，用到的公式连含义、计算方法都不说就直接上来，我都要懵了,sad,usual
当此时此刻开始内心没有那么平静的时候，其实最重要的原因是因为懒惰，时不我待，等有何用，毋需多言，赶快睡觉😪😪😪,sad,usual
连着几天蒙蒙细雨，冬季里的南京愈加感觉冷了，宿舍楼边上的落叶已经叠了又叠，留下的脚印也已深深地埋在下面，不见踪际。寒风吹来，本就不是阳光的心里又落了一缕尘埃。陌生的城市里，唯有梦中才是最熟悉的感觉。,sad,usual
手机📱我觉得我迟早会丢了你！MD！都多少次闪退了啊你到底能不能跟我愉快的合作了！不能就早说，换掉你,angry,usual
熹宗即位，以志不得展，藉病归。,neural,usual
尼玛，折磨死我算了，每每到这个时候我真的想挣俩逼钱真特么不容易阿,angry,usual
他受共产主义者同盟中央委员会委托在巴黎建立新的中央委员会，当选为主席。,neural,usual
当年看书那会儿还是个小学生，觉得水门事件完全是个无足轻重的破事儿。不过是被政敌抓住了把柄，利用了制度、舆论和自以为追求民主正义的公民……现在想想，也还是这么觉得，区别是对背后的利益纷争认识的稍微深了点。,neural,usual
最近总是做不好的梦！！睡眠很很差,angry,usual
好不容易有一个很好的朋友陪在自己身边现在也有走了去武汉,sad,usual
再仔细看下，发现波斯猫跟英国庭院难道天朝跟ww是一个人翻译的吗,surprise,usual
我挺幸运的了，我很知足，蛮开心的,happy,usual
在这个囤肉的季节连吴大昊子这个男同志都看热量吃东西让我情何以堪,sad,usual
今天中午在二堂回宿舍的过程中丢失了一卡通【工程管理2班曹雅婷】哪位好心人看到了能告诉我吗,sad,usual
厌恶日本，这个国家除了色情业，一无是处。简直就是废物,angry,usual
越来越精神～听着宝贝呼吸声也是幸福～,happy,usual
為什麼聽到身邊的人遇到同樣的事，我的心會這麼痛呢？,sad,usual
今天早上的成都天空好美....一早醒来的天空是这样的，自然心情也是极好的,happy,usual
主色调加配乐还有不停地打打杀杀的场景对我来说就是恐怖片，吓死宝宝了#,fear,usual
我只是借两本书，结果打开袋子有一束干花，对方说这花也是一本书,surprise,usual
"Friendshipdoublesyourjoys,anddividesyoursorrows.朋友的作用：就是让你快乐加倍！痛苦减半！",happy,usual
现在的微博热门真是什么消息都有，不管真假，不管是否有煽动动机，关键还有一大群键盘党傻逼兮兮的天天瞎跟风，尽说些不负责任的话。。。。,angry,usual
爱就一个字；可读懂爱、却需要万语千言。,neural,usual
啦啦啦，希望今天能延续昨天的快乐，happyday,happy,usual
姐们儿，你说你一天到晚偷看我干啥，跟个小学生似的告状啊，真鄙视你。,angry,usual
好饿，好饿，中午被那个吃货气的太饱，现在一饿，气又上来了,angry,usual
现在的心酸都是自己当初不努力造的孽。。。,angry,usual
我们这里天好象漏了，雨哗哗地倾盆而下，大河小河都要满了，求三峡大坝拦洪，千万别泄洪了，能拦多少就多少，该兑现建坝时的承诺了，千万别反着来，我们伤不起！,fear,usual
（4）长发不盘入工作帽中，造成长发被机械卷入。,neural,usual
体测后遗症全身上下没有一块肉不在叫嚣啊疼找个舒适的姿势打算一晚都不动就这样睡吧。。。,sad,usual
一个半赛季以来，布雷德·汉格兰德为富勒姆出场57次，场场首发。,neural,usual
买了两个佳洁士双十一产品赠了两个鹿晗吃货箱今天不在家我妈竟然收拾屋子都给我扔了！！！！我是为了箱子才买的东西呀！！！！！！气死我啦,angry,usual
怎么人那么少，微博主页全是推广？,surprise,usual
痛到不能自拔痛到不知所措痛到浑身无力,sad,usual
如果你知道，那些你所去较真的事，根本就没有人认真过，也许你就能活得坦然点。,happy,usual
人都不能说错话，不然就是把柄，被别人无限次的拿来说，什么事都能扯上，都懒得搭理，真是心累@花苓葶,angry,usual
越来越多的小学员感受到VIPKID在线课程的魅力，小朋友们不出家门，更不必漂洋过海，通过互联网就能和大洋彼岸的北美优质师资力量对接！我每天都感觉到自己在做一件特别有意义的事情,happy,usual
【心语】等待，不是为了你能回来，而是找个借口不离开。你能看到我留在屏幕上的字，你看不到我流在键盘上的眼泪。记忆如果成了碎片，那是因为里面全部都摆满了心痛。原来喜欢不可以伪装，原来快乐不可以假装，原来永远和瞬间一样。,sad,usual
再也不相信点赞送礼品了～～一次又一次的失望,sad,usual
每次书言都被自己亲爹给吓哭了，小表情实在是可爱,happy,usual
又到了亲戚快来的日子，烦死了烦死了烦死了烦死了烦死了烦死了烦死了烦死了烦死了烦死了烦死了,angry,usual
在感染细胞中gp44/48在内质网内积累，并可存在于细胞膜表面或被分泌到胞外。,neural,usual
这名患者叫小仓友基，服用了药物后神志不清，从公寓的阳台上掉下来后，奇迹般地保住了性命，意识也很清醒。,surprise,usual
雨真大☔把我穿的这双毛毛平底鞋全淋湿了,sad,usual
小样的～你以为你把我惹生气了你跟我说一句话我就会理你休想！！姐姐我是那么没个性的人吗？！,angry,usual
清晨醒来觉得心情特别美丽，昨天收到短信无创顺利通过，内心无比期待两周后的四维检查，宝宝加油,happy,usual
人病了，连手机都跟我作对，从4G变到了3G,angry,usual
什么事情都安排妥当就这会了，我真的想早点睡觉,angry,usual
（1町15村）1940年09月01日：谏早町、小栗村、小野村、有喜村、真津山村、本野村、长田村合并为谏早市，并脱离北高来郡。,neural,usual
简单的小幸福，送出的小温暖，5h，晚安,happy,usual
二傻子带我走了一个小时非常无语,angry,usual
这种变态就该拿去阉了，女的剐了,angry,usual
201511242晴晚上的天空是红里透着黄的那种，整个人有点炸裂，但是把手里的事情做好才对。晚安。,happy,usual
喝水杯的虑网坏了想买个换上，一问80我也是醉了,surprise,usual
#靳东粉丝今天读书了么#打卡。《研究是一门艺术》第一章。在“相信自己计划的价值”与“满足老师和同学的需要”之间取得平衡！,neural,usual
论的火爆程度，果真是万能的淘宝啊~都有静妃亲制真·榛子酥可是记得剧中林殊不是吃榛子吗~~~,happy,usual
洗澡时总觉得哪里不对劲，洗完之后想到我会不会要从新买手表,sad,usual
宋大儒朱熹《注》“蔡，大龟也。,neural,usual
哇靠越来越棒了你！！新年快乐啦么么哒,happy,usual
中午吃肥牛炒面下午又吃了越南面包晚上还吃katsudon快爆炸了感觉戳一下肚子就会直接吐出来😲我真是他妈的没有原则，到底是饿了多久,angry,usual
#微博辟谣#时间都对不上这条可以吃好的了博主.,angry,usual
看来，王家烈这支部队有个特点，越是机关大，逃得越快越远。,neural,usual
2003年有两项教改课题分获省级教学成果奖二等奖、三等奖。,neural,usual
质询案必须写明质询对象、质询的问题和内容。,neural,usual
民国元年(壬子，公元1912年)废府，广昌隶属江西省。,neural,usual
我想我是得了一种根治不了的病------晒娃,happy,usual
每天晚上都带着饥饿感睡觉真的好嘛？,sad,usual
"我想要一部6s,可我没有6000RMB",sad,usual
谁吃??蛋糕会把奶油吃完剩下光秃秃的蛋糕？我家，没错就是我家，小卞先生就这样！从小到大吃生日蛋糕都是扒掉奶油吃蛋糕，没见过这么喜欢吃奶油的一个人，看着只剩下光秃秃的被完美的扒光的“裸体”蛋糕，令我很开眼！,surprise,usual
全力推进以保障性住房为主的大型居住社区建设，今后5年新增保障性住房100万套。,neural,usual
好心对你，竟然这么对我！！别怪我今天开始记仇！！,angry,usual
如果持续看近物久了会造成睫状肌痉挛，导致加重视力度数。,sad,usual
好晚了，该睡了。以后10点半必须回寝室！,neural,usual
为什么要鬼使神差的去作死！！！我真的只想安安静静的和你一起走完以后的路……仅此而已！别无他求！,angry,usual
谁能体会躺床上哄孩子2小时还不睡，自己困到不行也要硬撑着的痛苦和无奈？？？太折磨人了！,angry,usual
多年后的今天，刚发现雁儿格格和绿烟有一腿,surprise,usual
白云古洞风景区，是天然洞群的总称。,neural,usual
那些天天秀恩爱和晒娃的，有考虑过单身汪的感受吗，简直丧心病狂。,angry,usual
不知道少了什么总感觉没有从前快乐,sad,usual
进了越秀，好像没有发生过什么特别开心的事，谁懂呢,sad,usual
领导不给签字、我还不能走了对吗？！拿来的狗屁规矩,angry,usual
7成几控球率都不打进一球、不拼点就回家捡牛屎了,angry,usual
好害怕，每天都在恐惧不安中,fear,usual
讨厌别人不经过同意就拿我的东西！真是烦人,angry,usual
故不久赖恩爵即被授南澳镇总兵。,neural,usual
353自从改了路线M463后，等车等n久，好不容易上车，你开30的速度3个站你开了15分钟。我去跑步都比你快了，绿灯前面没车你不冲在等红灯吗！整个滨河大道那么畅顺没车你既然可以开着龟速。整条滨海大道的车都比你快～现在用多一大半的时间，还每天迟到半小时～你到底想怎样！！@深圳公交,angry,usual
有的时候世界很小一转身便天涯比邻有时候世界很大一转身便是咫尺天涯,neural,usual
前两周大吃大喝真不是白来的，最近就感觉脸也大了，现在更是虎背熊腰，一抓一把肥肉，胖了胖了！,angry,usual
这两天快吃成猪了，明天起减肥，减肥，减肥，重要的事情说三遍,sad,usual
没有经痛的妹纸上辈子都是拯救了世界的天使,sad,usual
当时晋国舆论认为，这次胜利是因为栾书在前年采纳了荀首、范燮、韩厥三人的良言。,neural,usual
勤老婆，淘孩子，爱你们，永远，永远，,happy,usual
早饭吃了妈妈的煎馄饨和小米粥煎馄饨和老干妈香菜醋简直绝配,happy,usual
真可恨我这破号还有人盗，一直到等到过一天才能改密码，终于改了，小伙伴们千万不要相信任何与钱财有关的可疑信息@宇宝宝大眼萌-高举宝苏大旗多谢亲爱的通知我么么哒。,angry,usual
年轻的时候会想要谈很多次恋爱，但是随着年龄的增长，终于领悟到爱一个人，就算用一辈子的时间，还是会嫌不够。慢慢地去了解这个人，体谅这个人，直到爱上为止，是需要有非常宽大的胸襟才行。,neural,usual
我就是一个大写的电子用品白痴啊！！！,angry,usual
这小哥剪的还没我自己剪的好再也不去了,angry,usual
又是一个没带伞的雨天，心情不爽啊，还有宝宝的鞋子看来是干不了了，，，，,angry,usual
我感觉我就不能看空梦的文。憋屈啊,angry,usual
本来这个点回去就够晚了急着走的时候却还被四十多岁的女同事叫住说不敢一个人去厕所怕黑当时已走到大门口的我心中亿万只草泥马在奔腾于是说“我还要赶紧回去做饭”谁知人家理直气壮地说“反正已经晚了也不差这会”靠真她麻辣隔壁的啊,angry,usual
最安全的地方就是家里啦。没有骗子没有小偷。想丢什么都可以随意丢。反正就是丢在家里。哈哈哈。,happy,usual
这张精选不但收录34首排行金曲，并且收录「Celebration」、「Revolver」两首全新作品。,neural,usual
在被青面尊者收作徒弟后，杨藩方知自己乃李建成之后，为了重夺帝位，不惜放弃一切。,neural,usual
该睡觉了，本baby也有点累了，还好明天，哦不对，是今天下午公休，好开心,happy,usual
早上起来，喝一瓶颜如玉，一天都是美美的,happy,usual
3岁小公主冰雪奇缘生日派对，小公主真心漂亮,happy,usual
超级震撼的大神合集，看的肾上腺素飙升，给跪了！,happy,usual
最后一节医用心理学其实明明就不是我们学的内容才对啊终于上完了祝挂科难,angry,usual
这竟是男票搜狗手机输入法的快！捷！短！语！敷衍也就算了，连多按几下键盘也不情愿嘛？？？城里的男票真特么会玩！,angry,usual
每次和着嘎嘎的beatbox跳舞的时候整个人都会发光的菠萝宝，你是嘎嘎信任和疼爱的弟弟，他说94年的命中注定要照顾97年生的人，所以他会照顾你，可其实你也在努力地照顾他不是么？！生日快乐，成年咯，我们珍贵的巨婴忙内！,happy,usual
小兔崽子，给你能耐的，椅子都收进去了还能上去,angry,usual
这特么🍎的通讯录是不是有问题想让我疯吗,angry,usual
4生活习性太平洋扁鲨栖息于寒温带水域，最深至200米。,neural,usual
有一种落寞的眼神叫单身狗....,sad,usual
常在河边走哪有不湿鞋的道理有些事我比你清楚但我不会提醒毕竟你与我无关不会再有机会给好自为之！,angry,usual
又下雨了、一看到下雨心情就不好～莫名的烦躁,angry,usual
他妈的太傻逼拿着制度一直读读读读读没完没了的读下班也不让下班我们他妈的都不认字啊一直读个傻逼大傻逼,angry,usual
即使是想死一千次也不会消失的人生就是人生。,neural,usual
逐级递减是指输入到一个营养级的能量不可能百分之百地流入后一个营养级，能量在沿食物链流动的过程中是逐级减少的。,neural,usual
虽然是一波满分广告。但是！三星要走诺基亚老路了么,surprise,usual
嘿嘿嘿~愛念蠢蠢又疼蠢蠢的迷你小寶貝快要肥來啦,happy,usual
外表看似“高冷”的你，内心却怀揣着公主梦，本着让你快乐的初衷，却意外收获老师对你别具特色的夸奖，看着你可爱地起舞飞扬，我心荡漾……,happy,usual
今儿心情特好难道是老公表扬我文采好,happy,usual
听隔壁那些档口老板娘说机jie表听得我别扭死了，每个人都这么念，我开始怀疑是不是自己从小学错了，到底是机jie还是机械,angry,usual
已经有种稍稍怠慢一步就要被赶超的赶脚，这是学霸模式开启的正确方式吗？,neural,usual
没觉得过一个月的时间可以煎熬的这么漫长，漫长到我已经不认识你了，一年多的时间可以流逝的这么短暂，短暂到我尚未认识你。,sad,usual
昨夜噩梦。梦见被人嫁祸逃遁，途中行至一粉墙黛瓦清池之清净处，惊现一血红色扁长蛇，头扁如眼镜蛇，着实令人恶心厌恶之。欲掷蛇入油锅，不料仅得蛇尾段，出锅后一男孩竟食之颇香。遂拿开水灼蛇之上半段，终将其制亡。求师兄师姐们解之~@钱钱自涌@罗青来@木涯居士@董语人,fear,usual
另一来源是封建国家将官奴婢出卖或赐与臣下，转为私奴婢。,neural,usual
我的小学同学。初中同学。高中同学。大学同学。都已经成家的成家。生孩子的生孩子了。而我。还在他妈拼死拼活的赚钱。为啥！穷啊！为啥！你他妈说为啥！,angry,usual
#韩语老师自学日语#第81天，打卡。新标日这本教材的词汇量有点丧心病狂，逼得我决定暂时不往下学进度，先整理词汇了。答：两门语言一起学可以，但方法不当的话会影响效率；语言实践的前提之一是背，背很关键,sad,usual
想念一人个人的时候……也许自己都不知道想念他的什么！,sad,usual
爸比，不要每次都不联系我，一联系就说这个话题好不,angry,usual
对一个人越来越好，越来越忍让，不会让这个人懂得珍惜，只会当你是该的，所以当你们发生冲突，你没有在忍让的时候，反而是这个人认为你变了，觉得你胆敢忤逆了，甚至对你连最初的基本礼貌都没有了，我只能说没有关系，那就分道扬镳，你以为你是财神爷，我还得给你供着，那也得你个屁成神了再说。,angry,usual
一天一回小的，一个月一回大的，你不把我弄死你不算完啊你！你简直就是坏死了！！！！！,angry,usual
昨晚开始就低气压！先是吵架，然后一觉起来，要搬办公室，下午又通知我明天去出差！,angry,usual
豆薯生长期长，需5～7个月才能收获。,neural,usual
请告诉我足协当初怎么会选佩兰做教练妈蛋那么多球星不用导致现在踢成这衰样,angry,usual
脸上又起了无数的痘痘美图秀秀再一次放弃了我,angry,usual
把工作和生活分开不要耍小性子做更好的自己,happy,usual
这么多的小麻花.难怪钓不到鱼哟这要怎么吃呢?,neural,usual
土豪哥，好巧哟，我卡也多。。。。可惜都没钱,sad,usual
5.尿素替代物在双氰胺促进剂中，可用作Monuron和Diuron的低毒性替代品。,neural,usual
明明知道他不爱我而我却假装不知道，,sad,usual
大事者，从战战兢兢之小心来；耐苦事者，从踏踏实实之坚持来；克难事者，从认认真真之行动来；处急事者，从清清楚楚之筹划来；为民事者，从平平凡凡之日常来！简单做人.明白做事。,happy,usual
#土耳其击落俄战机#根据一个月前报道，土方已经击落过俄国无人机，此番主动动用F-16战斗机而非地空导弹击落俄机，本身就显示出明显的主动犯意。世界政坛的大义他已经输了，土俄矛盾公开化，逼着北约和其它大国出来表态。估计俄国报复性行动会限制在政经领域，北约和其它大国跟着活稀泥，法德会警惕土国,neural,usual
2015年11月17日，今天又忙到很晚，不过自己还是很开森的👏活着不就应该让自己充实点嘛，不然自己整天浑浑噩噩，碌碌无为，和植物有什么区别,happy,usual
你像TMG神经病，一天吃饱了！在我这里找成就感！本事没得，装大爷！卧槽…,angry,usual
现代战略涉及的范围日趋扩大，西方国家陆续提出了“大战略、“国家战略、“全球战略等一类概念。,neural,usual
擦嘞。。。四瓶烧酒把劳资放倒了,surprise,usual
当你感到压力大不顺心的时候该怎么办？,sad,usual
真想把男朋友的微博艾特出来秀个恩爱虐虐狗什么的，但是他非说要低调，妈的,angry,usual
D26.又开启出差模式。继直流马达之后转而研究纽扣电池…依然有点两眼一抹黑，但好歹还是get到了新东西。,happy,usual
11日半夜出生，第二天（12日)你就会笑会吃手了。第五个白天(16日）你就笑出声了。住院的时候在产七科11楼，看来你跟11这个数字有缘啊,happy,usual
果然没有地暖，中央空调才是制热的设备，说是房子主人十年前赶时髦弄的，哎，什么玩意儿,angry,usual
心情好我就会笑啊心情不好我就会不说话啊喜欢我就会追啊从不掩饰情绪,happy,usual
刘邦活着的时候，除召见她的这一次以外，再也没有召见过她。,neural,usual
有些人的观点是很恐怖的他们会更加用力更加狠心的折磨自己仿佛这样上天就会看见就能可怜可怜他们给他们赏点恩赐给他们惶恐不安的心一条出路我实在不忍心看为何要给自己这样的枷锁坏事不会因此就转好其实剩下的路再走走就找到出口了他们可能只是找怕了漳州·芗城区,sad,usual
tvb真的越来越烂咯d剧情以后我d仔仔女女拿咩送饭？,angry,usual
昨天剩下的米饭做了个鱼籽肠炒饭玉米蘑菇汤拌豆腐，女儿吃的很满意,happy,usual
。上京承高速，我沉浸在上一次走这里的时候还是和炮神开车去怀柔兜风。思念太满，遗忘只能借助睡眠。昏昏欲睡的时候身旁的大哥一把就把我拽了过来，伴随强烈的震荡。我惊吓之余看窗外，一辆胡乱超车的直接冲我坐的靠窗第二排顶了上来，测速报时速达到100。司机吓死了以为玻璃碎了后我会被甩出去。你知...全文,surprise,usual
国足！！！CNMD！！！赔我满腔热血和一个G流量！！！,angry,usual
已处在崩溃暴走边缘，被傻逼脑残恶心甲方逼的，劳资加班过劳死了估计尼玛的都会鞭尸催我交成果吧,angry,usual
其次，加快推进致力于结构调整的自主创新。,neural,usual
发完工资就剩下200，哎！这个月怎么活,sad,usual
有一种人、骨髓里就刻着“成事不足败事有余”八个大字儿！药也治不了你、就是没救,angry,usual
打开朋友圈一看，好多同学要结婚了,surprise,usual
劳尔能不能给我打起精神来！！看看现在票数落到哪里了，一个奖项都没得到，难道部分没投票的劳尔就真的是没有时间每天投一票吗？不想让爱豆失望，不想让爱豆这一年的努力白费的话，那么就请每天都至少投一下票，如果连这点奉献都做不到的话，那么，劳尔家要你何用！！！,angry,usual
从来就喜欢买光碟，但是很多都因为没时间看堆在家里。最近看华哥的影视剧，竟然发现《现代美女》搜不到,surprise,usual
这是一个女孩在美国超市里）面的照片，照片被传出来后，被说成美国最恐怖的一张照片，听说只有看懂的人才会害怕，你看懂了吗？结果绝对惊人！就连小编都吓了一跳！济南·圆缘园(省体店...,fear,usual
纠结着起床。挣扎着出门。愉快的跑完,happy,usual
空军总医院抗震救灾医疗队被灾区群众亲切地誉为“党派来的救命恩人。,neural,usual
我就想问问，12306买票总是身份信息被他人冒用，去站点问，让注销账户重开，重新注册一个，再买，又是被他人冒用，我的信息就这么好还是咋的，打咨询投诉电话，全部电脑设置回答，12306，请你告诉我，是不是从今往后我就是去车站买票的命了,angry,usual
因为计提短期投资跌价准备的结果是使“投资收益账户出现借方余额5000元，进而减少会计利润5000元。,neural,usual
‍‍‍‍昨天我闺蜜骂我脑子有坑！我说：“那你要跳么？”结果那货说：“我怕跳下万丈深渊。”‍‍‍‍,angry,usual
阿光松了口气。“看来是我多虑了、”,happy,usual
昨天和今天心情差的不能再差了，烦躁，烦躁，烦躁,angry,usual
早上捣鼓了一个小时，没成功，烦透心了，又是捣鼓一下午，还是没用，改来改去，又是弄得不像样了,angry,usual
那么回到家心想明天休息，挺开心的！,happy,usual
各种心酸泪啊。后悔当初怎么不早点考驾照，对于一个不会开车的人来说我这两天是被不停的说啊，我脑袋都要爆炸了，我咋就不能聪明点呢。,sad,usual
真是不知道，为什么我的全民k歌就嗷嗷掉粉，别人的都特么没唱得嗷嗷涨粉，生气,angry,usual
亲朋好友们晚上吉祥！阿弥陀佛🙏明天是国际素食的节日，所以请求大家明天要用素食餐，一年吃一天素食也可以，一年用一餐素食也是可以的！尽一点心意爱护无依无怙的小动物，一起爱护我们的地球。感恩🙏,happy,usual
我们常说，轻易得来的，不会懂得珍惜。其实不然，轻易得来的，你会害怕失去。因为自己挣来的，更可贵的是你获得它的能力，而从他人处攫来的，你会恐惧失去，一心想要牢牢把握在手里。新乡·河南师范大学新...,fear,usual
川农大的大妈们甘拜下风，今天中午二楼新食堂的胡萝卜烧牛肉，总共才打两勺，就有两根头发，我有点反胃，先去吐吐了,sad,usual
原来玻璃工艺品是这样做出来的，太神奇了！！！,surprise,usual
其中卡巴洛斯卷烟厂是1983年投产，1991年经扩建成为世界上最先进的大型卷烟制造中心，年生产能力达到250万箱。,neural,usual
8发展1997年，《北京青年报》全面启动了倍速经济发展程序。,neural,usual
能看出来这是一个人不？小哥演技棒棒哒~,happy,usual
【丰田汉兰达终于迎来全新国产版】日前，获得了一张全新国产汉兰达的无伪装尾部谍照。据悉，新车预计将于明年上市销售。从外观来看，全新国产汉兰达尾部造型与之前发布的海外版基本保持一致，所以我们预计两者外观造型将基本相同。,neural,usual
妈的宿舍那个骂我脑残没救了的趁我不在狂强奸我家斗哥甚至小兽那六只，我有种强烈的我的男人被抢走的感觉心里一万个不爽！！！！,angry,usual
纽约新泽西爆炸案看起来并不像是恐怖袭击。那么问题来了，对比起来，爆炸原因是恐袭让你更害怕，还是不是恐袭让你更害怕？#纽约曼哈顿爆炸##奥兰多恐怖袭击##鏖战ISIS#戳链接看新闻，或者底下翻译http:动机是什么...全文,fear,usual
130多个赤赤裸裸的常识，我竟一个都不知道？！,surprise,usual
今天的午饭，又辣又酸可怜了我的味觉,angry,usual
早安…值得纪念的一天…激动…兴奋…开心,happy,usual
一家子每天晚上都在睡觉只有我还在秉烛夜游拿个手机刷来刷去这日子啥时候熬到头了,angry,usual
精心设计了船型，采用球鼻型舰艏降低了阻力。,neural,usual
