content,labels,type
狗💩，每一次去跑前都身不如死，每一次跑的时候身不如死，无时无刻不在想着放弃，，七天了，懒惰的她还没有能打败我！,sad,usual
"得不到的才是最美好的,只愿留在心中。",happy,usual
我靠！！！喊了半天全是不加票的百科你不要这么贱,angry,usual
你需要知道。事业无需惊天动地，有成就行！情意无需甜言蜜语！真诚就行！金钱无需取之不尽……够用就行……身体无需长命百岁、健康就行；朋友无需以数而论，知己就行！,happy,usual
已经想到今天会很惨了😭，但没想到会这么惨,sad,usual
堵车啊堵车，说好道路升级呢，没给带来一点好处，只有添堵！,angry,usual
大半夜的，翻到不想看的东西，真特么闹心。屑,angry,usual
宁愿跑起来被拌倒无数次，也不要规规矩矩走一辈子。,happy,usual
今天在朋友圈看到的这条谣言简直粗制滥造到令人发指的地步，不能忍啊,angry,usual
爱你爱的好心痛，注定的一劫何时才能度过，每当知道你的消息，我都心痛难忍，到底欠了你什么，要这样折磨我！情缘今生请断绝，来世再也不要认识你！,sad,usual
怀孕的母牛，因受到惊吓，产下一只…小羊…,neural,usual
社会太黑暗了，一不小心就要被坑了！,angry,usual
今早我哥不起床我跟小汤圆说小汤叫你哥去结果小汤圆真的去了…去了…了…,surprise,usual
只按印刷成本定价相比其他本就有点不好看了，又不想把价定的不好看，价定的好看直接吃水了，干脆不卖好了…,angry,usual
最烦有些人不知道真相就乱说话，乱怪人,angry,usual
既然知道这天会来临，那还有什么害怕可言。与其醒来担惊受怕，倒不如反复多遍说服自己的内心，去习惯接受，撒手。毕竟经历过，这一次也将能过去。广州,happy,usual
玄宗问他多大年龄，史思明回答说：“已经40岁了。,neural,usual
博主你有病么！打开收藏我还以为我微博出问题了！,angry,usual
你在北方的大雪天，我在南方的大雨天，你何时归？,sad,usual
依稀记得小时候，爸妈总是在八九点钟，电视剧还没看完的时候，就催促我准备上床睡觉，然后小时候的我，因为害怕还不能违抗父母，哪怕心里一百万个不愿意也会乖乖上床，把眼睛闭上。这一觉啊，没有噩梦，没有思念的人，没有被眼泪弄湿的枕头，可是不知怎么，那样的日子，再也回不去了,sad,usual
真的世上什么事都有，不是有人说，室友是家人吗？怎么我遇到的就那么奇葩呢！各种搞事，还搞的我们都欠他的一样，各种委屈。连水电费都不交的人有啥可委屈的,angry,usual
最近心情很不好！@yy煎饼果子来一套,angry,usual
卧槽，这神马情况，中午午休起来后就全身么劲了，感觉像是中了“十香软筋散”，，好可怕得说！,fear,usual
六大主题是红色游、农家游、民俗游、生态游、现代农业观光和风力发电。,neural,usual
你就不能活得有点原则和底线吗狗方？,angry,usual
由2005年开办以来，不知不觉已经历了五个年头。,surprise,usual
要留意的是很多怪物会自动反击。,neural,usual
接上条微博《彩虹》全版，各种有爱的么么哒,happy,usual
晚七点困得不行，索性睡觉…然而一觉醒来，浑身无力，上吐下泻，好嘛！发烧了。(友情提醒:吹空调要适量，忽冷忽热的下场),sad,usual
提不起劲儿来需要冬眠一个月只能休息一天我的假期啊,angry,usual
传统的剪辑技法，遵循的是生活的逻辑，但又不是自然主义地再现生活中的一切过程。,neural,usual
所有有去水族馆约会情节的少女漫都是在犯罪,angry,usual
我觉得依家个状态最烦就系睇住个d争你钱又吾hi还，但系日日又晒到太阳都融hi埋既人，日日发朋友圈，今日来依度，听日去个到！！！追距钱，距就扮hi晒穷！你老味简直欺人太甚！！！！,angry,usual
怎么会有李青这种女人呢，，，艹，，，臭不要脸，，，,angry,usual
吃了一盆加一盘子，羊居然说她没吃饱，饿了！！！！！,surprise,usual
据说数羊有助于睡眠，白天挺乐观，晚上怎么就睡不着了呢？什么时候可以变成鱼，那样就不会生气了～～～,sad,usual
心痛自己，想去看个S，为什么在周四周五,sad,usual
去外地上学之前几乎没坐过公交车。没有一群学生挤在公交车里吵吵的经验。所以我现在简直是要脑炸,angry,usual
还没来的及好好的看清楚你小时候的样子…你就这样长大了妈妈爱你,happy,usual
喜欢你的笑因为你一笑世界就很美好,happy,usual
蛹期终龄虫排出细软粪便，虫体体色变淡，接下来的动作就是吐丝固定让虫体垂吊在叶片背面，这是前蛹期。,neural,usual
讨厌现在的生活，而我又没有能力去改变,sad,usual
“无论，在现代汉语里是一个双音连词，意思与“不管相近，但在古汉语里却应看作两个词：“无是“不用的意思，“论是“说的意思。,neural,usual
阿里郎自助烤肉火锅大唐店，东西十分少肉类不新鲜，而且服务态度极其差，浪费一点(最多就一小盘子，而且是面条之类，难免会吃不完吧，又不是刻意要浪费)就要和你计较的去称量重量，张口就要加价20元，这是我吃过很多家唯一一家张口闭口要你加钱的店，再也不会去第二次了！@莆田小鱼网@莆田微爆料,angry,usual
心情很不美呀总会遇到一些傻缺让你不开心！不过何必让这帮不是人的东西影响我呢？就当他们是个蛋，哪天被人一踢也就碎了,angry,usual
总有一些人，把你气的要死你却不能把他怎么样,angry,usual
#晚安华水#唯有心静，身外的繁华才不至于扭曲和浮躁，才能倾听到内心真实的声音。晚安。 ,happy,usual
这中原新城啊，以前是每月一次气的跳脚，现在是一个星期一次气的人抓狂啊…啊…啊…我脾气这么好的人，现在气的我马上月经不调了，生意不好破事还真多…,angry,usual
看了20多集了该歇歇了嗯哼！好像有什么地方不对卧槽！！,angry,usual
扫二维码注册借贷宝就送这么大的熊，这是神马情况？？今晚逛夜市发现的,neural,usual
面积122.99平方千米，人口3.8万人（2007年）。,neural,usual
竟然背《温病条辨》背得很开心，我是不是疯了,surprise,usual
明明知道这个梦一定是假的怎么还是会觉得心慌,sad,usual
原谅我，今天我是个不坚强的小孩,sad,usual
都快十二月了，还这么热，每天晚上还要开空调，我也是醉了！,angry,usual
开心开心快递来了哈哈哈哈哈哈，是从家里寄来的那种,happy,usual
今天会发生什么好事儿吗？比如去买个小彩票，中个小500万，那不是要走上人生的小巅峰，想想心里还有点小激动，,happy,usual
期待已久的降温天，如约而至，感觉很好,happy,usual
困到不行却又睡不着满脑子都是钱的事情烦躁的不行欠钱还钱天经地义如今让我想破口大骂的却也是这天经地义之事钱是身外之物却有人为了钱撒谎博取别人的恻隐之心如今老娘我火烧眉毛了借钱之人却死活找不到了你接个电话不行么！回个电话能掉肉？躲得了今天能逃得过明天？我擦！！！极度不爽,angry,usual
可怜的孩子，唉，都是被人类破坏的大自然,sad,usual
幸福来自成就感，来自富有创造力的工作。——富兰克林·D·罗斯福,neural,usual
Yadagiri及Ayyasami原先将巨体龙分类在肉食龙下目中的不明科。,neural,usual
磨了半天请了一天假，领导说我这成本太高了这个月的班都白上了，丢的手机被坑的钱还不算，哪里来的勇气请假,angry,usual
今早驾车行至石油大厦前时，发现一女子骑电动车驼了居然有五人，前面两个孩子，后面一个大人和两个孩子，一车上总共有六人。。。这姐姐是玩杂耍的么,surprise,usual
他妈的，这天居然有蚊子！逆天了咯？！难得早睡还被咬醒！真的是日了狗了,angry,usual
第一次打匹配杀了那么多人拿了二十几个辅助有点激动所以明天要努力学习～晚安咩我等着放假你教我打！,happy,usual
近半个月回家两趟就算是这样离家心情也还是好低沉,sad,usual
一夜白了头，汝为谁愁；殷殷彼之望，家在何方；寒湿卿方巾，萧瑟心头；漫漫金月光，谁执吾手；阳极暖足尖，静待君来。,sad,usual
等哥是像电影一样好看的人。奶勋是像漫画一样好看的人。,happy,usual
“依稀记得小时候，爸妈总是在八九点钟，电视剧还没看完的时候，就催促我们去准备上床睡觉，然后小时候的我们，因为害怕还不能违抗父母，哪怕心里一百万个不愿意也会乖乖上床把眼睛闭上，那一觉啊，没有噩梦，没有思念的人。,happy,usual
联通也是没谁了基本套餐内的流量包说取消就取消用了三年了要不是话费扣太快打电话问了下客服我都还不知道如此任性真的好吗,angry,usual
最后的Kingdom是王国贡献度，埃及的法老王会不时给你些任务去做，如提供一定数量的某商品，要求你的军队出征等。,neural,usual
昨天去买的药，单价11.14，我还想这么便宜吗？,surprise,usual
集齐九张图，你终于✈回来了。只因为在人群中多看了你一眼。猜不透的这没完没了的寒夜何时终结，但总有你的微笑带着温暖走到花开的地方。💤💤结束忙碌一天，明早继续精神抖擞。💨💨,happy,usual
昨晚坏了两支红环针管笔，今天掉眼镜，我真是醉死了！,angry,usual
记住这一天，bravegirl！终于没有怂下去，虽然结果并不好哈哈哈,happy,usual
23路车司机总是那么缺德，每次下雨都把车停在水坑里,angry,usual
友情要用真挚往播种，用热情去浇灌，居心灵去培育，用宽容往护理。,happy,usual
北京市朝阳区金盏西村，这家手机店是家黑店，在这里买个手机，用了没多久，过去修各种不说道，不保修还要收费，我也是醉了，一生气就把手机砸到店里，气死了，让店火了吧,angry,usual
1958年厂成立技术研究小组．并设试验室(先后曾称试制组、设计室、试制车间)，负责其生产技术研究与创新产品开发设计试制。,neural,usual
昏昏沉沉，半睡半醒，谢谢你今天的问候。,happy,usual
_对于下午一二两节课我是拒绝的因为我要睡觉睡觉睡觉所以不去不去不去,angry,usual
1992年，共接待中外宾客151·5万人次。,neural,usual
觉得自己明明早睡了为什么还是困得睁不开眼!!,angry,usual
都这年代了，怎么找点高清好图依然如此困难。。。也是醉了...........,surprise,usual
很顽强，佩服今天追高，抄底的人，也许在做长线@金国秋。你继续，我上班忙了啊,neural,usual
今天最忧伤的消息是，蜀留香的抵用券，涨！价！了！,sad,usual
YZD5，来医院验血，雌二醇210.04⬆️，孕酮12.92⬆️。因为我是塞的药，血液里孕酮不高，还打了HCG。医生说，前两天该着床就着了，不着就没着，剩下几天不用那么紧张，让我不用总躺着。然后......我躺在后备箱回家了,neural,usual
参加个婚宴，他见面：哥你来了？喝一杯。你见面：来来敬你一杯！妈蛋球的你们有结了婚的，有的当父亲了！老是找我这小伙子喝什么？还有臭我是单身没结婚的！连赖带倒喝了一杯！以后出完份子钱就悄悄的闪人！,angry,usual
大家稍等，皮下去跟百度云打一架去！！！,angry,usual
烟台的的哥的姐们这是什么节奏，居然开始了罢工，整的我刚下火车，居然打不到车！,surprise,usual
双十一买的东西，今天居然能到一件货,surprise,usual
热烈祝贺三九手机网安顺大润发店今天隆重开业!,happy,usual
生病时的梦里除了噩梦竟没有一丝温暖。可怕。,fear,usual
今天见父母，真的很紧张，好害怕，昨天晚上蒋鹏说的那些话和老大说的那些话，我真的胆怯了。可是，我自己既然选择了，我就不会说后悔，怕什么，不就是结婚嘛，能把我吃了吗？,fear,usual
顶！买了对鞋码数不正，又要我退货回去尼玛那么多单好评怎么说出来的，鞋垫子根本就是那么可以拆出来的廉价货,angry,usual
果断想骂人。空运不是比陆运快吗,angry,usual
当偏倚使研究结果高于真值时，称之为正偏倚，反之，偏倚使研究结果低于真值时，称之为负偏倚。,neural,usual
"《幸福课》中对于爱情的解读真的很棒.早些时候总觉得顺其自然,但真正美好的感情是需要精力和时间维持的,无为而治只会让它慢慢淡去.一见钟情的激情固然重要,但爱情,它是被创造出来的,是存在于细节之中的.虽然这一年多以来并没有一次真正的恋爱,但却成长了许多.希望我在遇到他的时候,可以少走些弯路.",happy,usual
这是第八幅画咯，上次是第七幅，居然记成第三幅了，,angry,usual
服务态度真是无语😓，连个咨询台也没有，心塞,angry,usual
大半夜肚子饿的不行就看了个视频转移一下注意力看了个韩国综艺节目的我现在巨想吃炸鸡,sad,usual
供暖都是小事，先让我见见阳光吧都快半个月没见过太阳了,sad,usual
你一对我严肃表情我就觉得你生气了,sad,usual
行使教育督导职权的机构根据工作需要、可以聘请兼职督学。,neural,usual
这一晚上给我吓尿了，跟演电影似的，终于天亮了。,fear,usual
天还没亮就听见哎呀哎呀哎呀然后被哎醒不是只有吃饭的时候才哎呀吗,angry,usual
同时改聘教员，加强教学，自兼中学毕业班国文及历史课，督促学生作业，立改疲沓现象。,neural,usual
我的宝贝，你走了我的心也跟着你走了，什么都没心思了。,sad,usual
喜欢你这么这么多年以来，第一次梦到你，哈哈哈…不行了已呲,happy,usual
所谓成长，就是一点点见识到世事的险与难，而越来越坦然。,happy,usual
周末为了见某人要打扮一下，然后下个月津贴又没了,sad,usual
微博搜索沈昌珉逛了一会，看着大家那些舍不得的字句眼泪就留下来了，真的舍不得啊，就剩2天了，每天都在逃避，不想看倒计时，可是该来的还是那么快就要来了，和我毕业一样，一切都来的那么突然，我真的要承受不了了一直以为有了允浩在在的前例昌珉走的时候会好点，可是到了时候还是,sad,usual
原本阿根廷足球联赛俱乐部全属业余队，球员并非全职足球员。,surprise,usual
今天在家看小孩，被气到喉咙喊破了,angry,usual
哦，原来欧洲的法律也是根据统治需要来制定的，俺一直以为是树上结的呢,surprise,usual
151116今有两乐事：第一是陪许久没好好聚的俩九零后看了场要笑破肚皮的电影《坏蛋必须死》主要目的是为满足薇薇同学的伪追星梦，看乔帮主跟导演（配角）照片已经“上报”,happy,usual
javax.print.attribute提供了描述JavaTMPrintService属性的类型以及如何分类这些属性的类和接口。,neural,usual
你不出现还好，你一出现啊，现在魂牵梦绕的满脑子都是你。滚蛋！,sad,usual
一年两度的体育教学比赛又开始了啊我选择死亡,sad,usual
都已经11月份了，32度高温，海口的夏天好不要脸,angry,usual
简直要疯了，竟然有团没合同签，合同全用完了，简直草泥马,angry,usual
672天。。你最孤独的时刻是什么？……,sad,usual
睡到这个点醒来真尴尬有还没睡的吗😅,sad,usual
烦…啥大大小小的事情都有我的份，妈的…啥人嘛！！老子又不是打杂的。啥事情都管的了！！,angry,usual
2融资方式第一种是基金组织，手段就是假股暗贷。,neural,usual
#上海猫咪领养#芳龄两月，异色美瞳，头顶黑冠，鼻头美痣，茫茫猫海独一无二。怕生恋旧，动静皆宜，外出安分乖巧，在家不抓不咬。右臂曾骨折已愈合，可跳可跑，更显萌态。若您愿承诺一碗水一盆粮，她就加倍奉还她的一切。领养国际惯例，送猫上门，签订协议，接受回访。降温之际期待您的热情！,happy,usual
呀这个姑娘是不是黄奕啊！瞬间我就崩溃了路人甲的感觉这个打扮low爆啦,surprise,usual
印总上班几天了特别累😫双11没买东西就必须奖励芭菲啦🍽🍾芭菲真的超级赞啊🍤海鲜吃饱了😍再去电玩一把🎮大家周末愉快,happy,usual
论看到一个人人称道的优秀青年不为人知的另一面是一种什么样的体验,angry,usual
还以为是很感动的爱情故事，可是却成了这样,surprise,usual
最难得的是经历。每经历一次伤痛，才会愈发明白某些道理，某些真正重要的人，某些真正值得在乎的事。剩下的全是渣渣。,neural,usual
"""实拍可怕的中医放血疗法网友直呼：吓死宝宝了|秒拍视频（使用#秒拍#录制）",fear,usual
真的很讨厌一吃就两三个小时的饭局。,angry,usual
我真是够了……够够的、一大早就和锅生气、,angry,usual
其果实为中药之一种，称马兜铃。,neural,usual
本想在感情上按照自己的方式走按照自己的意愿找男朋友可我已经长大了不能再像小孩子一样自私既然靠自己的能力无法给父母安逸生活那就牺牲掉一部分情感吧选择那个可以上我让父母生活的安逸的人是不是也可以是对等的吗这件事可以这样做吗,sad,usual
不是我发的都已经删掉了，居然还有人帮我发微博,surprise,usual
今年生日没有家人没有朋友没有爱人就自己一个人庆祝自己的生日祝我生日快乐都别说话！！吻我！！,happy,usual
突然感觉压力好大，想做的事太多，思绪太乱，，，，，，别急，一步一步来。,happy,usual
全镇110多家私营企业共吸纳农村劳力3800多人，占到全镇劳动力的7成以上。,neural,usual
北上广真心看不下去了越看越气。那个于总简直了…,angry,usual
最近口腔溃疡很严重，早上好奇，用舌头数了一下，一共七个泡。刚才又数了一遍，变成了六个。开心了好久之后突然发现不是丢了一个，而是其中有两个扩大了，融为一体了。整个人都不好了。,sad,usual
3实力在长期发展中，学校已建立了一支力量雄厚，结构合理，具有较高水平、德才兼备的教职员工队伍，他们敬业、爱生、安教、乐教、勤教。,happy,usual
看了一晚上跑男，不为看明星，看的是大家一起肆无忌惮嗨爆的快乐心情,happy,usual
b.弹簧压缩量要按规定进行，不允许有过大或过小现象，要求误差2.00毫米。,neural,usual
不要吓人啊，人吓人，吓死人啊,fear,usual
身边总有些人，你看见他整天都开心。率真得像个小孩！人人都羡慕他：其实：你哪里知道，前一秒人后还伤心地流着泪的他，后一秒人前即刻洋溢灿烂笑容：他们其实没有能力独处！夜深人静时；总坐在窗前对着夜空冥想失意的苦楚！他们就像向日葵：向着太阳的正面永远明媚鲜亮！在照不到的背面将悲伤深藏,sad,usual
当有利于滑移的晶粒要发生滑移时，必然受到周围位相不同的其它晶粒的约束，使滑移阻力增大，从而提高了塑性变形的抗力。,neural,usual
本宝宝不开心，DNA提取实验会失败就这么任性地失败了,sad,usual
妈的，问我皮试医嘱怎么开，你是医生我是医生啊！！病例可以从上班写到下班我也真是醉了,angry,usual
微博真可怕这么好的姑娘也有人黑,angry,usual
隆重的萨满教仪式以祭祖为大宗，惯于龙虎年或蛇年春秋两季操理，分家祭和族祭。,neural,usual
受不了那个上海小男人，恶心死我啦,angry,usual
我尼玛马上就是给专门给组织室干活的狗，尼玛尼玛，一下午只有组织室不停找我，直接交给我完，麻痹地,angry,usual
那楼挡住了啊我美丽的夕阳❤啊湛江我爱你～,happy,usual
有的人活了大半辈子，都不知道饭可以乱吃，话不可以乱说吗，真是日了狗了,angry,usual
《这个杀手不太冷》。这学期看的最好看的一部电影，没有之一。台词真是好戳心啊。“我要爱，或是死。”里昂死的那一刻真是觉得内心都崩溃了。,sad,usual
那么资产阶级分子为什么要压迫资产阶级出身的子弟呢？,surprise,usual
这是一个右眼坏掉了还奔走在市内的可怜孩纸,sad,usual
带实习生到场地巡视了一小圈，他们居然说没走过这么多路,surprise,usual
我条腰啊！几天了，早几天睡觉就痛，现在走路都痛,sad,usual
爱情和友情不是在最美的年华遇见你而是在最蹉跎的青春里相遇一起蹉跎一起成长——致我的少女时代我的闺蜜,happy,usual
大半夜要睡觉了看了一个虐心大戏匆匆那年…倒也不是特别虐，就是特么因为不是特别虐，最后的感慨就是：卧槽，明天要早起…,sad,usual
昨天满二十可以去民政局竟然忘记发微博庆祝一下了！现在来补一波,happy,usual
今年第一次被放鸽子！！！！！！,angry,usual
每个人都有一个死角，自己走不出来，别人也闯不进去。我把最深沉的秘密放在那里。你不懂我，我不怪你。——余秋雨,neural,usual
有人敲门，猫眼里一看好惊喜，打开门才发现是个送外卖的，原来是我看错了…跟你太像了@小潘潘1972,happy,usual
下个月吹冷风吧。赚的钱再多也远不及我花钱的疯狂。,sad,usual
这两天的心情很糟糕。操蛋的广电总局，你这是在阻碍社会的发展，你知道吗？,angry,usual
现代汉族共同语是以北京语音为标准音，以北方话为其础方言，以典范的现代白话文著作为语法规范的普通话。,neural,usual
VictorO_o邀请你一起来CSI:暗罪谜踪破案。,neural,usual
我大爺一onlinegame，我網就跪了,angry,usual
意外的小惊喜，没想到新工作周六周日双休，,happy,usual
卧槽…打前场传控吗…倒脚吗，着急的就要下底传中……看的人烦躁的,angry,usual
#大圣归来#刚刚看完了大圣归来，画面做的挺细致的，很多地方能感受到特色，比如京剧的白脸来表示反派，像悬空寺的场景设定…相比于精良的制作，剧情可能是为了满足全年龄吧…可是不知道为什么，后面那恶心的大肉虫总让我有种是被奥特曼打的小怪兽走错了片场的感觉,happy,usual
pld9，吃完饭后小腹疼，疼了好一会了，胸也疼，下楼梯的时候都颤的疼,sad,usual
心有余悸，高速开车一定要小心驾驶！一定要小心驾驶，一定要小心驾驶[祈祷]脑袋被磕了！,fear,usual
这种换个发型和胡子就换个人的感觉究竟是……,neural,usual
做不到就别给出承诺，别给那恶心我,angry,usual
一觉醒来发现两件大事，一是下雪了，而是我又双眼皮了！！,happy,usual
高中的狂犬疫苗白打了…四年前发的微博，今天有必要再翻出来一下，希望大家能够好好地看看，我感觉齐鲁晚报和南方周末之见相差了100个xxx报！利用媒体的影响力不经科学求证人为制造恐慌，太可怕了。[怒],angry,usual
株洲市农业局党组成员、副局长。,neural,usual
经双方商定，国共两岸经贸论坛于2006年4月14日至15日在北京举办。,neural,usual
最近小宝儿可恼人了，每天晚上都12点才睡下，不管多早回屋多早关灯，都在无休止的上茅尿哗拉屎中拖延，直至累的不行了睡着,angry,usual
想买金立群老师的摩根财团和费雪的挑选成长股200。啊我都穷到这个地步了。,sad,usual
巴黎出事了，为嘛郑州的警察都出动了,surprise,usual
雪渐渐化了，天渐渐冷了！亲们，要注意保暖啊。不要让寒意吞噬我们的激情！早安！,happy,usual
灵感这种东西，真他妈恶心，一天能抓到三四次就谢天谢地了。,angry,usual
老板一个比一个好不争气的只有我自己,angry,usual
原来我怀孕的时候鼻子真的变得好大呀,surprise,usual
根据辽宁省地理、土壤、气候、水力资源等情况，提出过许多好的意见和办法。,happy,usual
不知不觉又是这个点了～祝芹姐大学期间的最后一个生日开开心心～晚安～,happy,usual
还要在青岛呆多久，妈蛋的，经停有停这么长时间的吗？,angry,usual
加勒古城，美瑞莎的海滩落日好美，成全了我的碧海蓝天，听了一首成全,happy,usual
颜回自然不是乐箪瓢陋巷，我们不能说他是一个贫穷主义者。,neural,usual
莫名其妙！莫名其妙！！莫名其妙！！！,angry,usual
你说呢😔@又是一个冬天应该哭得稀里哗啦因为亲戚来了老爱乱打电话人老了想法有点多过去了就过去吧,sad,usual
喝订的海河奶，愣喝出玻璃碴子，想想都后怕，这要是喝进肚，后果不堪设想，[惊恐]………这奶里能进这个，我很难想像罐装过程是什么样子……这杯幸亏是我再喝，若是孩子………[惊恐],fear,usual
8.负责管理全县电影发行、放映市场；,neural,usual
一进公司卫生间（有马桶垫纸）看见盖子是翻起来的以为走错房间了女汉子都是这样的？,surprise,usual
我只能说奋斗吧，亲爱的小青年们，首付都五十万了,surprise,usual
今天老妈说：在家吃真费钱！我一听。哦这是要下馆子么心里一阵激动，老妈接着说；走：晚上去你二姨家蹭饭……,sad,usual
又一年生日，不再是一个人一枚鸡蛋的默默度过！生日快乐！被关心体贴的感觉真好！,happy,usual
不愿意和别人发生大金额的金钱纠葛很难理解吗？？？？很难理解吗？？？？很难吗？？？？很难吗？？？？,angry,usual
县人民政府驻横州镇，1简介百度地图横县地理位置本数据来源于百度地图，最终结果以百度地图数据为准。,neural,usual
最近朋友圈都在晒幸福，呵呵，都是同学恋，以前没什么的，现在竟然结婚了我已经跟不上节奏了,surprise,usual
今天回老家三代同堂都聚一起了老.中.青,happy,usual
美丽的故事都是没有结局，因为有了结局还会有另一个东西，就是遗憾……,sad,usual
你是否经常狠不下心来做事，对自己不够狠，对别人也不够狠。所以，你总是黏黏糊糊，总是不忍心去拒绝别人，总是下不了决心让自己过的更好，总是缠绵过往不能自拔……优柔寡断的你。,neural,usual
九点就躺下了，翻来覆去到现在还没睡着，也是服了自己了！,angry,usual
有一个休息日还拖着员工去上班，还经常拖欠工资的领导，内心有千万头×××崩腾而过,angry,usual
有多少不捨？無從問津了。。。那是給我回憶最多的地方，也是讓自己一步一步成長的地方！只因為那裡有曾經最愛的男人罷了,sad,usual
锤子T2携带指纹解锁功能，系统上做了彻底的推翻重建！主打扁平化设计风格不要问我为什么知道，你们要相信一个男人的第六感。,neural,usual
吉力贝糖豆，不幸吃了个呕吐物味道的，直接真的让我真吐了[惊恐]现在看到糖豆都害怕，好吃到哭啊济南,sad,usual
这两天一躺到床上就觉得天旋地转，也真的不知道是什么鬼了！,angry,usual
生平第一次给孩子上课，有种懵掉的感觉，好像在走过场，事实证明根本没达到教学目标，学生没有掌握该掌握的知识。真的要思考如何能让孩子有效的掌握知识，学会以他们的视角出发。常谈到的启发式教学，虽对这个词很熟悉了，而真正实践起来才知道其中的难度。该如何进步啊？,sad,usual
车厢里那么空、偏要挤在一个位置上、挤你就挤吧、还要把我挤得不到半个位置、,angry,usual
也是“外商投资先进企业，“外商投资产品出口企业和“出口创汇先进企业。,neural,usual
自幼在刘海粟先生指导下习画，1983年毕业于中央美术学院。,neural,usual
诅咒你们出车祸，车上的全都死气死我狗娘生的,angry,usual
我居然看到有人说想睡他！！天呐你们这群禽兽他才十六岁！！!,angry,usual
墓里那些吓死宝宝的恐怖存在，我看着怎么那么有喜感呢？西域的宝宝们想象力和创造力比今天的人强！,happy,usual
我想出去玩为什么今年欧洲这么乱,sad,usual
这几天重温了宫崎骏的作品。妙不可言。跟小时候的感觉完全不一样。果真更适合成年人,happy,usual
宿舍里空降一只小小鸟在我的手上还以为是蟑螂吓死我了大半夜的叫到整栋楼都听见了好羞耻,surprise,usual
一个二个像他妈打了鸡血的一样七八点钟就开始东整西整老子不晓得起浪个早赶到去投胎是不是和你们待在一起都要少活好多年细胞都不晓得要死好几亿不晓得上辈子是做了浪个恶事让我遇到你们这堆人,angry,usual
我是积了多少德，居然还会有人对我这么好。。已不单单是感动能说的。。谢谢~~，，今天的生日，过的是有史以来最有意义，最最最特别，惊喜最多，爱心最多，感动最多的一个，，祝我爱的人跟爱我的人都幸福快乐。。。,happy,usual
某些人真是的，自己手机关机，还说我没有要通知你。,angry,usual
由于液体在蜗壳内不断冲击叶栅，不断被叶轮击碎，就同空气强烈搅拌混合，生成气水混合物，并不断地流动致使气水不能分离。,neural,usual
尽管不能飞，双翼也不是全无用处，透过展开双翅它们能轻微滑翔，并提供平衡及制动力。,neural,usual
你总觉得别人不够爱你，那是你看不到爱你的人为你打湿的枕头，日日夜夜的胡思乱想，和想要帮助你时的竭尽全力,sad,usual
在白昼中荒唐，在黑夜里猖狂，忘乎所以地思量，何处是甜蜜梦乡。忘记我思想，忘记我成长，忘记我忧伤，忘记我迷茫。走也是一趟，跑也是一场，自由世界里飞翔，冲破虚无的阻挡。心腔填满极速地激昂，满眼弥足稀珍的奇香，穷尽散漫主义地解放，幻想骑士奔腾的力量。《冲破虚无的阻挡》,happy,usual
热腾腾的年糕团，油条+肉松，好吃,happy,usual
🍂MyDay系列和室友聊天，听她提起刚见到我的样子哈哈哈怎么可以那么土,happy,usual
最好的爱情，就是可以快乐的做自己，还依然被爱着。我只想踏踏实实找个人一起生活。我喜欢他，他喜欢我。没有秘密。没有出轨。没有不开心。性格不合适可以磨合。习惯不一样可以适应。只要都有一颗想一直走下去的决心就好。,happy,usual
又听了个悲伤的故事，真是人生何处不狗血,sad,usual
其实要忘掉一个人真的很难，心里的那块伤疤还是隐隐作痛，我却很作死的去触碰他，于是又剧烈疼痛了一次,sad,usual
随之，她凭一篇悬念奇巧的《水北天南》，独撷上影集团剧本征集十万元大奖。,neural,usual
残灯昏焰影幢幢，凭楼孤坐庭渐荒。寂寞久别清秋月，暗风初雪入寒窗。别来香消魂梦断，云鬓蛾眉厌红妆。唯愿晨起梳妆罢，含笑与君道安康。——《初冬》,sad,usual
看来我真是过了那个吃辣椒不长痘熬夜没有黑眼圈的任性年纪了,sad,usual
节点压到现在，820万不够极致，也算良好了。早上七点多车去许昌出差，也就是说，我六点半就得从家出门去高铁站，也就是说，未来三天我会累死,sad,usual
"脑瓜子疼…goodgoodstudy,daydayup.....喊喊口号儿…也不管用…不爱学习怎么办",sad,usual
原创和临摹的风格差异，虽然都挺渣，但阿尔怎样都好可爱啊！画得好幸福,happy,usual
人事找我候选人也找我我还要再去找那些公职人员晕头转向的…每天都在赶路午休和下班都不得清净,angry,usual
有没有人和我一样，似乎陷入了一晚上的魔障。和男生前一天还好好的，说了晚安，就没有然后了,sad,usual
肚子都饿扁掉十一点饿到现在感觉好难过,sad,usual
体育测试。。。。。就不能让我及格一项吗。。。,sad,usual
今年Fendi要逆天吗，都这么可爱，我该选哪个😂谁陪我一起团购，好折扣预定了，mini3jours,happy,usual
这时兰斯率领众淘金者出发追捕强盗拉马瑞斯。,neural,usual
【你在干嘛】这句话应该是最隐晦的在乎和最深情的问候。,happy,usual
尼马个屁广电总局今天尼马都十七号了说好的十五号前结束电视盒子升级呢特么的死哪去过日子了啊死哪个国家都过完十五号了吧你大爷的………,angry,usual
有一种叫做麻烦的流程正在试图惹毛本宝宝,angry,usual
布丁新地➕菠萝派➕芝士辣香土豆泥=完美机房上ae课成了自拍课哈哈玩坏了,happy,usual
掌握国家秘密的国家工作人员犯前款罪的，依照前款的规定从重处罚。,neural,usual
